tax_id,superkingdom,kingdom,phylum,class,subclass,order,family,genus,species
394,Bacteria,,Proteobacteria,Alphaproteobacteria,,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium fredii
882,Bacteria,,Proteobacteria,Deltaproteobacteria,,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio vulgaris
883,Bacteria,,Proteobacteria,Deltaproteobacteria,,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio vulgaris
1140,Bacteria,,Cyanobacteria,,Oscillatoriophycideae,Chroococcales,,Synechococcus,Synechococcus elongatus
1148,Bacteria,,Cyanobacteria,,Oscillatoriophycideae,Chroococcales,,Synechocystis,
2110,Bacteria,,Tenericutes,Mollicutes,,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,
2850,Eukaryota,,Bacillariophyta,Bacillariophyceae,,Naviculales,Phaeodactylaceae,Phaeodactylum,
3055,Eukaryota,Viridiplantae,Chlorophyta,Chlorophyceae,,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,
3218,Eukaryota,Viridiplantae,Streptophyta,Bryopsida,Funariidae,Funariales,Funariaceae,Physcomitrella,
3694,Eukaryota,Viridiplantae,Streptophyta,,rosids,Malpighiales,Salicaceae,Populus,
3702,Eukaryota,Viridiplantae,Streptophyta,,rosids,Brassicales,Brassicaceae,Arabidopsis,
3711,Eukaryota,Viridiplantae,Streptophyta,,rosids,Brassicales,Brassicaceae,Brassica,
3847,Eukaryota,Viridiplantae,Streptophyta,,rosids,Fabales,Fabaceae,Glycine,
4081,Eukaryota,Viridiplantae,Streptophyta,,asterids,Solanales,Solanaceae,Solanum,
4113,Eukaryota,Viridiplantae,Streptophyta,,asterids,Solanales,Solanaceae,Solanum,
4513,Eukaryota,Viridiplantae,Streptophyta,Liliopsida,commelinids,Poales,Poaceae,Hordeum,
4533,Eukaryota,Viridiplantae,Streptophyta,Liliopsida,commelinids,Poales,Poaceae,Oryza,
4538,Eukaryota,Viridiplantae,Streptophyta,Liliopsida,commelinids,Poales,Poaceae,Oryza,
4555,Eukaryota,Viridiplantae,Streptophyta,Liliopsida,commelinids,Poales,Poaceae,Setaria,
4558,Eukaryota,Viridiplantae,Streptophyta,Liliopsida,commelinids,Poales,Poaceae,Sorghum,
4577,Eukaryota,Viridiplantae,Streptophyta,Liliopsida,commelinids,Poales,Poaceae,Zea,
4641,Eukaryota,Viridiplantae,Streptophyta,Liliopsida,commelinids,Zingiberales,Musaceae,Musa,
4787,Eukaryota,,,,,Peronosporales,,Phytophthora,
4896,Eukaryota,Fungi,Ascomycota,Schizosaccharomycetes,,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,
4929,Eukaryota,Fungi,Ascomycota,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Meyerozyma,
4932,Eukaryota,Fungi,Ascomycota,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,
4950,Eukaryota,Fungi,Ascomycota,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Torulaspora,
4952,Eukaryota,Fungi,Ascomycota,Saccharomycetes,,Saccharomycetales,Dipodascaceae,Yarrowia,
4956,Eukaryota,Fungi,Ascomycota,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Zygosaccharomyces,
5022,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporomycetidae,Pleosporales,Leptosphaeriaceae,Leptosphaeria,
5057,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,
5059,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,
5061,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,
5062,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,
5085,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,
5141,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariomycetidae,Sordariales,Sordariaceae,Neurospora,
5180,Eukaryota,Fungi,Ascomycota,Leotiomycetes,,Helotiales,Sclerotiniaceae,Sclerotinia,
5270,Eukaryota,Fungi,Basidiomycota,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Ustilago,
5297,Eukaryota,Fungi,Basidiomycota,Pucciniomycetes,,Pucciniales,Pucciniaceae,Puccinia,
5306,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,,Polyporales,Phanerochaetaceae,Phanerochaete,
5507,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,
5518,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,
5661,Eukaryota,,,,,Kinetoplastida,Trypanosomatidae,Leishmania,
5664,Eukaryota,,,,,Kinetoplastida,Trypanosomatidae,Leishmania,
5691,Eukaryota,,,,,Kinetoplastida,Trypanosomatidae,Trypanosoma,
5722,Eukaryota,,,,,Trichomonadida,Trichomonadidae,Trichomonas,
5759,Eukaryota,,,,,,,Entamoeba,
5762,Eukaryota,,,Heterolobosea,,Schizopyrenida,Vahlkampfiidae,Naegleria,
5786,Eukaryota,,,,,Dictyosteliida,,Dictyostelium,
5811,Eukaryota,,Apicomplexa,Coccidia,,Eucoccidiorida,Sarcocystidae,Toxoplasma,
5821,Eukaryota,,Apicomplexa,Aconoidasida,,Haemosporida,Plasmodiidae,Plasmodium,
5825,Eukaryota,,Apicomplexa,Aconoidasida,,Haemosporida,Plasmodiidae,Plasmodium,
5833,Eukaryota,,Apicomplexa,Aconoidasida,,Haemosporida,Plasmodiidae,Plasmodium,
5850,Eukaryota,,Apicomplexa,Aconoidasida,,Haemosporida,Plasmodiidae,Plasmodium,
5855,Eukaryota,,Apicomplexa,Aconoidasida,,Haemosporida,Plasmodiidae,Plasmodium,
5911,Eukaryota,,,Oligohymenophorea,,Hymenostomatida,Tetrahymenidae,Tetrahymena,
6085,Eukaryota,Metazoa,Cnidaria,Hydrozoa,Hydroidolina,Anthoathecata,Hydridae,Hydra,
6183,Eukaryota,Metazoa,Platyhelminthes,Trematoda,Digenea,Strigeidida,Schistosomatidae,Schistosoma,
6238,Eukaryota,Metazoa,Nematoda,Chromadorea,,Rhabditida,Rhabditidae,Caenorhabditis,
6239,Eukaryota,Metazoa,Nematoda,Chromadorea,,Rhabditida,Rhabditidae,Caenorhabditis,
6334,Eukaryota,Metazoa,Nematoda,Enoplea,Dorylaimia,Trichocephalida,Trichinellidae,Trichinella,
6669,Eukaryota,Metazoa,Arthropoda,Branchiopoda,Phyllopoda,Diplostraca,Daphniidae,Daphnia,
6945,Eukaryota,Metazoa,Arthropoda,Arachnida,Acari,Ixodida,Ixodidae,Ixodes,
7029,Eukaryota,Metazoa,Arthropoda,Insecta,Neoptera,Hemiptera,Aphididae,Acyrthosiphon,
7070,Eukaryota,Metazoa,Arthropoda,Insecta,Neoptera,Coleoptera,Tenebrionidae,Tribolium,
7091,Eukaryota,Metazoa,Arthropoda,Insecta,Neoptera,Lepidoptera,Bombycidae,Bombyx,
7159,Eukaryota,Metazoa,Arthropoda,Insecta,Neoptera,Diptera,Culicidae,Aedes,
7165,Eukaryota,Metazoa,Arthropoda,Insecta,Neoptera,Diptera,Culicidae,Anopheles,
7176,Eukaryota,Metazoa,Arthropoda,Insecta,Neoptera,Diptera,Culicidae,Culex,
7217,Eukaryota,Metazoa,Arthropoda,Insecta,Neoptera,Diptera,Drosophilidae,Drosophila,
7222,Eukaryota,Metazoa,Arthropoda,Insecta,Neoptera,Diptera,Drosophilidae,Drosophila,
7227,Eukaryota,Metazoa,Arthropoda,Insecta,Neoptera,Diptera,Drosophilidae,Drosophila,
7237,Eukaryota,Metazoa,Arthropoda,Insecta,Neoptera,Diptera,Drosophilidae,Drosophila,
7244,Eukaryota,Metazoa,Arthropoda,Insecta,Neoptera,Diptera,Drosophilidae,Drosophila,
7245,Eukaryota,Metazoa,Arthropoda,Insecta,Neoptera,Diptera,Drosophilidae,Drosophila,
7260,Eukaryota,Metazoa,Arthropoda,Insecta,Neoptera,Diptera,Drosophilidae,Drosophila,
7425,Eukaryota,Metazoa,Arthropoda,Insecta,Neoptera,Hymenoptera,Pteromalidae,Nasonia,
7460,Eukaryota,Metazoa,Arthropoda,Insecta,Neoptera,Hymenoptera,Apidae,Apis,
7668,Eukaryota,Metazoa,Echinodermata,Echinoidea,Euechinoidea,Echinoida,Strongylocentrotidae,Strongylocentrotus,
7719,Eukaryota,Metazoa,Chordata,Ascidiacea,,Enterogona,Cionidae,Ciona,
7739,Eukaryota,Metazoa,Chordata,,,,Branchiostomidae,Branchiostoma,
7757,Eukaryota,Metazoa,Chordata,,,Petromyzontiformes,Petromyzontidae,Petromyzon,
7897,Eukaryota,Metazoa,Chordata,,,Coelacanthiformes,Coelacanthidae,Latimeria,
7955,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cyprinidae,Danio,
8049,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Gadiformes,Gadidae,Gadus,
8083,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cyprinodontiformes,Poeciliidae,Xiphophorus,
8090,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Beloniformes,Adrianichthyidae,Oryzias,
8128,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cichliformes,Cichlidae,Oreochromis,
8364,Eukaryota,Metazoa,Chordata,Amphibia,,Anura,Pipidae,Xenopus,
9031,Eukaryota,Metazoa,Chordata,Aves,,Galliformes,Phasianidae,Gallus,
9103,Eukaryota,Metazoa,Chordata,Aves,,Galliformes,Phasianidae,Meleagris,
9258,Eukaryota,Metazoa,Chordata,Mammalia,,Monotremata,Ornithorhynchidae,Ornithorhynchus,
9305,Eukaryota,Metazoa,Chordata,Mammalia,,Dasyuromorphia,Dasyuridae,Sarcophilus,
9315,Eukaryota,Metazoa,Chordata,Mammalia,,Diprotodontia,Macropodidae,Macropus,
9361,Eukaryota,Metazoa,Chordata,Mammalia,,Cingulata,Dasypodidae,Dasypus,
9371,Eukaryota,Metazoa,Chordata,Mammalia,,,Tenrecidae,Echinops,
9478,Eukaryota,Metazoa,Chordata,Mammalia,,Primates,Tarsiidae,Tarsius,
9483,Eukaryota,Metazoa,Chordata,Mammalia,,Primates,Cebidae,Callithrix,
9544,Eukaryota,Metazoa,Chordata,Mammalia,,Primates,Cercopithecidae,Macaca,
9593,Eukaryota,Metazoa,Chordata,Mammalia,,Primates,Hominidae,Gorilla,
9598,Eukaryota,Metazoa,Chordata,Mammalia,,Primates,Hominidae,Pan,
9601,Eukaryota,Metazoa,Chordata,Mammalia,,Primates,Hominidae,Pongo,
9606,Eukaryota,Metazoa,Chordata,Mammalia,,Primates,Hominidae,Homo,
9615,Eukaryota,Metazoa,Chordata,Mammalia,,Carnivora,Canidae,Canis,Canis lupus
9646,Eukaryota,Metazoa,Chordata,Mammalia,,Carnivora,Ursidae,Ailuropoda,
9669,Eukaryota,Metazoa,Chordata,Mammalia,,Carnivora,Mustelidae,Mustela,Mustela putorius
9685,Eukaryota,Metazoa,Chordata,Mammalia,,Carnivora,Felidae,Felis,
9739,Eukaryota,Metazoa,Chordata,Mammalia,,Cetacea,Delphinidae,Tursiops,
9785,Eukaryota,Metazoa,Chordata,Mammalia,,Proboscidea,Elephantidae,Loxodonta,
9796,Eukaryota,Metazoa,Chordata,Mammalia,,Perissodactyla,Equidae,Equus,
9813,Eukaryota,Metazoa,Chordata,Mammalia,,Hyracoidea,Procaviidae,Procavia,
9823,Eukaryota,Metazoa,Chordata,Mammalia,,,Suidae,Sus,
9913,Eukaryota,Metazoa,Chordata,Mammalia,,,Bovidae,Bos,
9986,Eukaryota,Metazoa,Chordata,Mammalia,,Lagomorpha,Leporidae,Oryctolagus,
10020,Eukaryota,Metazoa,Chordata,Mammalia,,Rodentia,Heteromyidae,Dipodomys,
10090,Eukaryota,Metazoa,Chordata,Mammalia,,Rodentia,Muridae,Mus,
10116,Eukaryota,Metazoa,Chordata,Mammalia,,Rodentia,Muridae,Rattus,
10141,Eukaryota,Metazoa,Chordata,Mammalia,,Rodentia,Caviidae,Cavia,
10228,Eukaryota,Metazoa,Placozoa,,,,,Trichoplax,
12957,Eukaryota,Metazoa,Arthropoda,Insecta,Neoptera,Hymenoptera,Formicidae,Atta,
13037,Eukaryota,Metazoa,Arthropoda,Insecta,Neoptera,Lepidoptera,Nymphalidae,Danaus,
13616,Eukaryota,Metazoa,Chordata,Mammalia,,Didelphimorphia,Didelphidae,Monodelphis,
13684,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporomycetidae,Pleosporales,Phaeosphaeriaceae,Parastagonospora,
13735,Eukaryota,Metazoa,Chordata,,,Testudines,Trionychidae,Pelodiscus,
15368,Eukaryota,Viridiplantae,Streptophyta,Liliopsida,commelinids,Poales,Poaceae,Brachypodium,
28377,Eukaryota,Metazoa,Chordata,,,Squamata,Iguanidae,Anolis,
29760,Eukaryota,Viridiplantae,Streptophyta,,rosids,Vitales,Vitaceae,Vitis,
29850,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariomycetidae,Magnaporthales,Magnaporthaceae,Gaeumannomyces,
29875,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma,
30608,Eukaryota,Metazoa,Chordata,Mammalia,,Primates,Cheirogaleidae,Microcebus,
30611,Eukaryota,Metazoa,Chordata,Mammalia,,Primates,Galagidae,Otolemur,
31033,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Tetraodontiformes,Tetraodontidae,Takifugu,
31234,Eukaryota,Metazoa,Nematoda,Chromadorea,,Rhabditida,Rhabditidae,Caenorhabditis,
31964,Bacteria,,Actinobacteria,Actinobacteria,Actinobacteridae,Micrococcales,Microbacteriaceae,Clavibacter,Clavibacter michiganensis
32049,Bacteria,,Cyanobacteria,,Oscillatoriophycideae,Chroococcales,,Synechococcus,
32051,Bacteria,,Cyanobacteria,,Oscillatoriophycideae,Chroococcales,,Synechococcus,
33169,Eukaryota,Fungi,Ascomycota,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Eremothecium,
33178,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,
34740,Eukaryota,Metazoa,Arthropoda,Insecta,Neoptera,Lepidoptera,Nymphalidae,Heliconius,
35128,Eukaryota,,Bacillariophyta,Coscinodiscophyceae,,Thalassiosirales,Thalassiosiraceae,Thalassiosira,
36630,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Neosartorya,
36870,Bacteria,,Proteobacteria,Gammaproteobacteria,,Enterobacteriales,Enterobacteriaceae,Wigglesworthia,Wigglesworthia glossinidia
37347,Eukaryota,Metazoa,Chordata,Mammalia,,Scandentia,Tupaiidae,Tupaia,
37692,Bacteria,,Tenericutes,Mollicutes,,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,
39416,Eukaryota,Fungi,Ascomycota,Pezizomycetes,,Pezizales,Tuberaceae,Tuber,
39946,Eukaryota,Viridiplantae,Streptophyta,Liliopsida,commelinids,Poales,Poaceae,Oryza,Oryza sativa
39947,Eukaryota,Viridiplantae,Streptophyta,Liliopsida,commelinids,Poales,Poaceae,Oryza,Oryza sativa
40041,Bacteria,,Firmicutes,Bacilli,,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus equi
40559,Eukaryota,Fungi,Ascomycota,Leotiomycetes,,Helotiales,Sclerotiniaceae,Botrytis,
41431,Bacteria,,Cyanobacteria,,Oscillatoriophycideae,Chroococcales,,Cyanothece,
43151,Eukaryota,Metazoa,Arthropoda,Insecta,Neoptera,Diptera,Culicidae,Anopheles,
43179,Eukaryota,Metazoa,Chordata,Mammalia,,Rodentia,Sciuridae,Ictidomys,
43989,Bacteria,,Cyanobacteria,,Oscillatoriophycideae,Chroococcales,,Cyanothece,
44689,Eukaryota,,,,,Dictyosteliida,,Dictyostelium,
45157,Eukaryota,,,Bangiophyceae,,Cyanidiales,Cyanidiaceae,Cyanidioschyzon,
45351,Eukaryota,Metazoa,Cnidaria,Anthozoa,Hexacorallia,Actiniaria,Edwardsiidae,Nematostella,
50743,Bacteria,,Bacteroidetes,,,,,,
51453,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma,
51511,Eukaryota,Metazoa,Chordata,Ascidiacea,,Enterogona,Cionidae,Ciona,
52598,Bacteria,,Proteobacteria,Alphaproteobacteria,,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,
54126,Eukaryota,Metazoa,Nematoda,Chromadorea,,Diplogasterida,Neodiplogasteridae,Pristionchus,
56780,Bacteria,,Proteobacteria,Deltaproteobacteria,,Syntrophobacterales,Syntrophaceae,Syntrophus,Syntrophus aciditrophicus
58051,Bacteria,,Proteobacteria,Gammaproteobacteria,,Alteromonadales,Moritellaceae,Moritella,
59196,Bacteria,,Proteobacteria,Gammaproteobacteria,,Legionellales,Coxiellaceae,Rickettsiella,
59374,Bacteria,,Fibrobacteres,Fibrobacteria,,Fibrobacterales,Fibrobacteraceae,Fibrobacter,Fibrobacter succinogenes
59463,Eukaryota,Metazoa,Chordata,Mammalia,,Chiroptera,Vespertilionidae,Myotis,
59689,Eukaryota,Viridiplantae,Streptophyta,,rosids,Brassicales,Brassicaceae,Arabidopsis,
59729,Eukaryota,Metazoa,Chordata,Aves,,Passeriformes,Estrildidae,Taeniopygia,
59748,Bacteria,,Tenericutes,Mollicutes,,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,
59919,Bacteria,,Cyanobacteria,,,Prochlorales,Prochlorococcaceae,Prochlorococcus,Prochlorococcus marinus
59931,Bacteria,,Cyanobacteria,,Oscillatoriophycideae,Chroococcales,,Synechococcus,
61853,Eukaryota,Metazoa,Chordata,Mammalia,,Primates,Hylobatidae,Nomascus,
62928,Bacteria,,Proteobacteria,Betaproteobacteria,,Rhodocyclales,Rhodocyclaceae,Azoarcus,
62977,Bacteria,,Proteobacteria,Gammaproteobacteria,,Pseudomonadales,Moraxellaceae,Acinetobacter,
63737,Bacteria,,Cyanobacteria,,,Nostocales,Nostocaceae,Nostoc,Nostoc punctiforme
64091,Archaea,,Euryarchaeota,Halobacteria,,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium salinarum
64471,Bacteria,,Cyanobacteria,,Oscillatoriophycideae,Chroococcales,,Synechococcus,
65071,Eukaryota,,,,,Pythiales,Pythiaceae,Pythium,
65393,Bacteria,,Cyanobacteria,,Oscillatoriophycideae,Chroococcales,,Cyanothece,
66692,Bacteria,,Firmicutes,Bacilli,,Bacillales,Bacillaceae,Bacillus,Bacillus clausii
67593,Eukaryota,,,,,Peronosporales,,Phytophthora,
69014,Archaea,,Euryarchaeota,Thermococci,,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus kodakarensis
69042,Bacteria,,Cyanobacteria,,Oscillatoriophycideae,Chroococcales,,Synechococcus,
69293,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Perciformes,Gasterosteidae,Gasterosteus,
70448,Eukaryota,Viridiplantae,Chlorophyta,Mamiellophyceae,,Mamiellales,Bathycoccaceae,Ostreococcus,
70601,Archaea,,Euryarchaeota,Thermococci,,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus horikoshii
71421,Bacteria,,Proteobacteria,Gammaproteobacteria,,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus influenzae
74546,Bacteria,,Cyanobacteria,,,Prochlorales,Prochlorococcaceae,Prochlorococcus,Prochlorococcus marinus
74547,Bacteria,,Cyanobacteria,,,Prochlorales,Prochlorococcaceae,Prochlorococcus,Prochlorococcus marinus
76114,Bacteria,,Proteobacteria,Betaproteobacteria,,Rhodocyclales,Rhodocyclaceae,Aromatoleum,Aromatoleum aromaticum
76869,Bacteria,,Proteobacteria,Gammaproteobacteria,,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida
78245,Bacteria,,Proteobacteria,Alphaproteobacteria,,Rhizobiales,Xanthobacteraceae,Xanthobacter,Xanthobacter autotrophicus
79929,Archaea,,Euryarchaeota,Methanobacteria,,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,Methanothermobacter marburgensis
83332,Bacteria,,Actinobacteria,Actinobacteria,Actinobacteridae,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis
83406,Bacteria,,Proteobacteria,Gammaproteobacteria,,,,,
84588,Bacteria,,Cyanobacteria,,Oscillatoriophycideae,Chroococcales,,Synechococcus,
85643,Bacteria,,Proteobacteria,Betaproteobacteria,,Rhodocyclales,Rhodocyclaceae,Thauera,
85962,Bacteria,,Proteobacteria,Epsilonproteobacteria,,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori
85963,Bacteria,,Proteobacteria,Epsilonproteobacteria,,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori
87626,Bacteria,,Proteobacteria,Gammaproteobacteria,,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas tunicata
88036,Eukaryota,Viridiplantae,Streptophyta,,Lycopodiidae,Selaginellales,Selaginellaceae,Selaginella,
89187,Bacteria,,Proteobacteria,Alphaproteobacteria,,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius nubinhibens
91464,Bacteria,,Cyanobacteria,,Oscillatoriophycideae,Chroococcales,,Synechococcus,
93059,Bacteria,,Cyanobacteria,,,Prochlorales,Prochlorococcaceae,Prochlorococcus,Prochlorococcus marinus
93060,Bacteria,,Cyanobacteria,,,Prochlorales,Prochlorococcaceae,Prochlorococcus,Prochlorococcus marinus
93061,Bacteria,,Firmicutes,Bacilli,,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
93062,Bacteria,,Firmicutes,Bacilli,,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
94122,Bacteria,,Proteobacteria,Gammaproteobacteria,,Alteromonadales,Shewanellaceae,Shewanella,
96561,Bacteria,,Proteobacteria,Deltaproteobacteria,,Desulfobacterales,Desulfobacteraceae,Desulfococcus,Desulfococcus oleovorans
99287,Bacteria,,Proteobacteria,Gammaproteobacteria,,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonella enterica
99883,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Tetraodontiformes,Tetraodontidae,Tetraodon,
100226,Bacteria,,Actinobacteria,Actinobacteria,Actinobacteridae,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces coelicolor
101510,Bacteria,,Actinobacteria,Actinobacteria,Actinobacteridae,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus jostii
103690,Bacteria,,Cyanobacteria,,,Nostocales,Nostocaceae,Nostoc,
105559,Bacteria,,Proteobacteria,Gammaproteobacteria,,Chromatiales,Chromatiaceae,Nitrosococcus,Nitrosococcus watsonii
106370,Bacteria,,Actinobacteria,Actinobacteria,Actinobacteridae,Frankiales,Frankiaceae,Frankia,
107806,Bacteria,,Proteobacteria,Gammaproteobacteria,,Enterobacteriales,Enterobacteriaceae,Buchnera,Buchnera aphidicola
110662,Bacteria,,Cyanobacteria,,Oscillatoriophycideae,Chroococcales,,Synechococcus,
114615,Bacteria,,Proteobacteria,Alphaproteobacteria,,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,
115713,Bacteria,,Chlamydiae,Chlamydiia,,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia pneumoniae
117187,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,
118168,Bacteria,,Cyanobacteria,,Oscillatoriophycideae,Oscillatoriales,,Coleofasciculus,Coleofasciculus chthonoplastes
121225,Eukaryota,Metazoa,Arthropoda,Insecta,Neoptera,Phthiraptera,Pediculidae,Pediculus,
122586,Bacteria,,Proteobacteria,Betaproteobacteria,,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis
123214,Bacteria,,Aquificae,Aquificae,,Aquificales,Hydrogenothermaceae,Persephonella,Persephonella marina
132908,Eukaryota,Metazoa,Chordata,Mammalia,,Chiroptera,Pteropodidae,Pteropus,
134676,Bacteria,,Actinobacteria,Actinobacteria,Actinobacteridae,Micromonosporales,Micromonosporaceae,Actinoplanes,
135651,Eukaryota,Metazoa,Nematoda,Chromadorea,,Rhabditida,Rhabditidae,Caenorhabditis,
137722,Bacteria,,Proteobacteria,Alphaproteobacteria,,Rhodospirillales,Rhodospirillaceae,Azospirillum,Azospirillum lipoferum
138119,Bacteria,,Firmicutes,Clostridia,,Clostridiales,Peptococcaceae,Desulfitobacterium,Desulfitobacterium hafniense
140110,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,
146891,Bacteria,,Cyanobacteria,,,Prochlorales,Prochlorococcaceae,Prochlorococcus,Prochlorococcus marinus
148304,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariomycetidae,Magnaporthales,Magnaporthaceae,Magnaporthiopsis,
148305,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariomycetidae,Magnaporthales,Magnaporthaceae,Magnaporthe,
153948,Bacteria,,Proteobacteria,Betaproteobacteria,,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,
155864,Bacteria,,Proteobacteria,Gammaproteobacteria,,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli
156578,Bacteria,,Proteobacteria,Gammaproteobacteria,,Alteromonadales,,,
156586,Bacteria,,Bacteroidetes,Flavobacteriia,,,,,
156889,Bacteria,,Proteobacteria,Alphaproteobacteria,,Magnetococcales,Magnetococcaceae,Magnetococcus,Magnetococcus marinus
158189,Bacteria,,Spirochaetes,Spirochaetia,,Spirochaetales,Spirochaetaceae,Sphaerochaeta,Sphaerochaeta globosa
158190,Bacteria,,Spirochaetes,Spirochaetia,,Spirochaetales,Spirochaetaceae,Sphaerochaeta,Sphaerochaeta pleomorpha
158878,Bacteria,,Firmicutes,Bacilli,,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
159087,Bacteria,,Proteobacteria,Betaproteobacteria,,Rhodocyclales,Rhodocyclaceae,Dechloromonas,Dechloromonas aromatica
160488,Bacteria,,Proteobacteria,Gammaproteobacteria,,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida
160490,Bacteria,,Firmicutes,Bacilli,,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pyogenes
160492,Bacteria,,Proteobacteria,Gammaproteobacteria,,Xanthomonadales,Xanthomonadaceae,Xylella,Xylella fastidiosa
161528,Bacteria,,Proteobacteria,Alphaproteobacteria,,Sphingomonadales,Erythrobacteraceae,Erythrobacter,
162425,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,
163164,Bacteria,,Proteobacteria,Alphaproteobacteria,,Rickettsiales,Anaplasmataceae,Wolbachia,
164328,Eukaryota,,,,,Peronosporales,,Phytophthora,
164757,Bacteria,,Actinobacteria,Actinobacteria,Actinobacteridae,Corynebacteriales,Mycobacteriaceae,Mycobacterium,
