gene_id,gene_name,gene_length,completeness,cohort_origin,phylum,genus,kegg,eggNOG,sample_freq,individual_freq,eggNOG_funccat,kegg_funccat,cohort_assembled
1635050,MH0227_GL0148762,1203,Complete,EUR,Proteobacteria,Sutterella,K03503,COG1974,0.31018153117600605,0.29626168224299104,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN;USA
1711259,451756.AC5_A0214,1182,Complete,SP,Firmicutes,Clostridium,K01356,COG1974,0.0039463299131807395,0.00373831775700935,Enzyme Families,Transcription;Signal transduction mechanisms,
1736169,MH0448_GL0159618,1173,Complete,EUR,unknown,unknown,K01356,COG1974,0.00315706393054459,0.00373831775700935,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
1992058,160603188-stool1_revised_scaffold1826_1_gene107414,1098,Lack 5'-end,USA,unknown,unknown,K01356,COG1974,0.269139700078927,0.27289719626168196,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN;USA
2049079,MH0316_GL0035948,1080,Complete,EUR,unknown,unknown,K01356,COG1974,0.113654301499605,0.11962616822429901,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;USA
2051160,O2.UC1-2_GL0068581,1080,Complete,EUR,unknown,unknown,K01356,COG1974,0.00236779794790845,0.0009345794392523359,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
2109405,N066A_GL0085666,1065,Complete,CHN,unknown,unknown,K01356,COG1974,0.00473559589581689,0.00560747663551402,Enzyme Families,Transcription;Signal transduction mechanisms,CHN
2124419,MH0189_GL0170427,1059,Complete,EUR,unknown,unknown,K01356,COG1974,0.007103393843725341,0.00841121495327103,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
2160735,MH0425_GL0169634,1050,Complete,EUR,unknown,unknown,unknown,COG1974,0.00631412786108919,0.007476635514018691,unknown,Transcription;Signal transduction mechanisms,EUR
2192735,MH0220_GL0206982,1041,Lack 5'-end,EUR,unknown,unknown,K01356,COG1974,0.11049723756906099,0.11588785046728999,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN;USA
2208439,O2.UC36-2_GL0064775,1038,Complete,EUR,unknown,unknown,K01356,COG1974,0.015785319652723,0.0158878504672897,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
2295284,O2.UC31-2_GL0058386,1017,Complete,EUR,unknown,unknown,K01356,COG1974,0.007103393843725341,0.00560747663551402,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN
2340283,MH0025_GL0038080,1005,Complete,EUR,unknown,unknown,unknown,COG1974,0.0134175217048145,0.0121495327102804,unknown,Transcription;Signal transduction mechanisms,EUR;USA
2384576,O2.UC13-1_GL0132464,996,Complete,EUR,unknown,unknown,K01356,COG1974,0.0339384372533544,0.0308411214953271,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN
2386895,V1.UC2-0_GL0029122,996,Complete,EUR,unknown,unknown,K01356,COG1974,0.0039463299131807395,0.004672897196261679,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
2394609,MH0277_GL0007170,993,Complete,EUR,Firmicutes,Clostridium,K01356,COG1974,0.0228887134964483,0.0214953271028037,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN
2407261,MH0253_GL0012990,990,Complete,EUR,unknown,unknown,K01356,COG1974,0.007103393843725341,0.007476635514018691,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN;USA
2430774,MH0116_GL0038865,984,Complete,EUR,unknown,unknown,K01356,COG1974,0.007892659826361479,0.009345794392523359,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;USA
2431087,MH0137_GL0046697,984,Complete,EUR,unknown,unknown,K01356,COG1974,0.0378847671665351,0.0411214953271028,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN;USA
2437490,V1.FI07_GL0094198,984,Complete,EUR,unknown,unknown,K01356,COG1974,0.0102604577742699,0.011214953271027998,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
2441772,667127.HMPREF0484_1081,984,Complete,SP,Proteobacteria,Klebsiella,unknown,COG1974,0.00868192580899763,0.009345794392523359,unknown,Transcription;Signal transduction mechanisms,
2442973,MH0096_GL0010480,981,Complete,EUR,unknown,unknown,K01356,COG1974,0.00473559589581689,0.00560747663551402,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN
2453082,T2D-54A_GL0080188,981,Lack 5'-end,CHN,unknown,unknown,K01356,COG1974,0.007103393843725341,0.00841121495327103,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN
2473576,MH0428_GL0039162,975,Complete,EUR,unknown,unknown,K03503,COG1974,0.0276243093922652,0.0308411214953271,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;USA
2481520,MH0054_GL0058593,972,Complete,EUR,unknown,unknown,K01356,COG1974,0.00473559589581689,0.004672897196261679,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
2482879,MH0161_GL0149714,972,Complete,EUR,unknown,unknown,K01356,COG1974,0.007103393843725341,0.007476635514018691,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
2503700,DOF004_GL0057982,969,Lack 3'-end,CHN,unknown,unknown,unknown,COG1974,0.0891870560378848,0.0850467289719626,unknown,Transcription;Signal transduction mechanisms,CHN
2524530,MH0347_GL0050362,963,Complete,EUR,unknown,unknown,K01356,COG1974,0.0789265982636148,0.0794392523364486,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;USA
2563227,MH0189_GL0113489,954,Complete,EUR,unknown,unknown,K01356,COG1974,0.0015785319652723,0.00186915887850467,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
2568834,V1.CD12-0_GL0050457,954,Complete,EUR,unknown,unknown,K01356,COG1974,0.12075769534333099,0.11495327102803697,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN;USA
2570645,V1.UC44-0_GL0052470,954,Complete,EUR,unknown,unknown,K01356,COG1974,0.00315706393054459,0.00373831775700935,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
2605030,MH0150_GL0042709,945,Lack 5'-end,EUR,unknown,unknown,K01356,COG1974,0.27782162588792403,0.28411214953271,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN;USA
2643696,NOM007_GL0013515,939,Complete,CHN,unknown,unknown,K01356,COG1974,0.00315706393054459,0.00373831775700935,Enzyme Families,Transcription;Signal transduction mechanisms,CHN
2653882,MH0442_GL0188460,936,Complete,EUR,unknown,unknown,K01356,COG1974,0.0197316495659037,0.0214953271028037,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN
2671812,V1.FI04_GL0048896,933,Complete,EUR,unknown,unknown,K03503,COG1974,0.00947119179163378,0.0102803738317757,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
2678246,MH0077_GL0027324,930,Complete,EUR,unknown,unknown,K01356,COG1974,0.0339384372533544,0.0336448598130841,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN
2703432,V1.UC55-0_GL0231839,927,Lack both ends,EUR,unknown,unknown,K01356,COG1974,0.0449881610102605,0.0439252336448598,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
2709650,MH0161_GL0053131,924,Complete,EUR,unknown,unknown,K01356,COG1974,0.0386740331491713,0.0373831775700935,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN
2823885,V1.FI01_GL0059029,903,Complete,EUR,unknown,unknown,K03503,COG1974,0.00473559589581689,0.00373831775700935,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
2843587,158479027-stool1_revised_scaffold2519_2_gene127842,900,Lack 5'-end,USA,Firmicutes,Faecalibacterium,K01356,COG1974,0.516179952644041,0.502803738317757,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN;USA
2846165,MH0067_GL0056505,897,Lack 5'-end,EUR,unknown,unknown,K01356,COG1974,0.00315706393054459,0.00280373831775701,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN
2863267,MH0147_GL0093294,894,Complete,EUR,unknown,unknown,K03503,COG1974,0.0165745856353591,0.0158878504672897,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
2879343,MH0193_GL0097645,891,Complete,EUR,Firmicutes,Faecalibacterium,K01356,COG1974,0.7679558011049721,0.7785046728971959,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN;USA
2883094,MH0412_GL0195180,891,Lack 5'-end,EUR,Firmicutes,Faecalibacterium,K01356,COG1974,0.816890292028414,0.809345794392523,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN;USA
2885007,O2.UC40-1_GL0224857,891,Complete,EUR,unknown,unknown,K01356,COG1974,0.0513022888713496,0.0457943925233645,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN
2889281,SZEY-60A_GL0004426,891,Lack 3'-end,CHN,unknown,unknown,K01356,COG1974,0.00236779794790845,0.00280373831775701,Enzyme Families,Transcription;Signal transduction mechanisms,CHN
2900267,O2.UC1-2_GL0013928,888,Complete,EUR,unknown,unknown,K01356,COG1974,0.021310181531176003,0.0149532710280374,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
2907946,MH0002_GL0016893,885,Complete,EUR,Bacteroidetes,Alistipes,K03503,COG1974,0.468823993685872,0.466355140186916,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN;USA
2911146,MH0196_GL0165789,885,Complete,EUR,Bacteroidetes,unknown,K03503,COG1974,0.04262036306235201,0.0392523364485981,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
2911244,MH0198_GL0152623,885,Complete,EUR,Bacteroidetes,unknown,K03503,COG1974,0.04262036306235201,0.0485981308411215,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN;USA
2912371,MH0266_GL0131991,885,Complete,EUR,Bacteroidetes,Alistipes,K03503,COG1974,0.0449881610102605,0.0448598130841121,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN
2913472,MH0340_GL0148027,885,Complete,EUR,Bacteroidetes,unknown,K03503,COG1974,0.0244672454617206,0.0261682242990654,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
2914111,MH0372_GL0075513,885,Complete,EUR,Bacteroidetes,Alistipes,K03503,COG1974,0.0015785319652723,0.0009345794392523359,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN;USA
2916727,O2.UC31-1_GL0085170,885,Complete,EUR,Bacteroidetes,Alistipes,K03503,COG1974,0.0418310970797159,0.0401869158878505,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN;USA
2921323,T2D-109A_GL0026754,885,Complete,CHN,Bacteroidetes,unknown,K03503,COG1974,0.0039463299131807395,0.004672897196261679,Enzyme Families,Transcription;Signal transduction mechanisms,CHN
2922422,158499257-stool1_revised_scaffold16882_1_gene65643,885,Complete,USA,Bacteroidetes,unknown,K03503,COG1974,0.00315706393054459,0.00280373831775701,Enzyme Families,Transcription;Signal transduction mechanisms,USA
2937291,T2D-103A_GL0066486,882,Complete,CHN,unknown,unknown,K01356,COG1974,0.0363062352012628,0.0383177570093458,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN;USA
2950707,V1.FI02_GL0023237,879,Complete,EUR,unknown,unknown,K01356,COG1974,0.00631412786108919,0.004672897196261679,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
2960039,MH0220_GL0083375,876,Complete,EUR,unknown,unknown,K01356,COG1974,0.286503551696922,0.294392523364486,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN;USA
2967068,V1.FI09_GL0065447,876,Complete,EUR,unknown,unknown,K01356,COG1974,0.0039463299131807395,0.00373831775700935,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN
2977545,MH0310_GL0023380,873,Complete,EUR,unknown,unknown,K01356,COG1974,0.737174427782163,0.7299065420560749,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN;USA
2984912,DLM002_GL0063851,873,Complete,CHN,unknown,unknown,K01356,COG1974,0.0110497237569061,0.0102803738317757,Enzyme Families,Transcription;Signal transduction mechanisms,CHN
3010237,MH0319_GL0016742,867,Complete,EUR,unknown,unknown,K01356,COG1974,0.0039463299131807395,0.004672897196261679,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
3010460,MH0334_GL0047225,867,Complete,EUR,unknown,unknown,K01356,COG1974,0.00868192580899763,0.009345794392523359,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN
3011364,MH0376_GL0180786,867,Complete,EUR,unknown,unknown,K01356,COG1974,0.007103393843725341,0.00841121495327103,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
3012077,MH0413_GL0214149,867,Complete,EUR,unknown,unknown,K01356,COG1974,0.0544593528018942,0.0570093457943925,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
3018272,SZEY-62A_GL0022334,867,Complete,CHN,unknown,unknown,K01356,COG1974,0.0039463299131807395,0.004672897196261679,Enzyme Families,Transcription;Signal transduction mechanisms,CHN
3030367,O2.UC51-2_GL0068878,864,Complete,EUR,unknown,unknown,K01356,COG1974,0.00552486187845304,0.00560747663551402,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
3039962,MH0183_GL0083476,861,Complete,EUR,unknown,unknown,K01356,COG1974,0.0118389897395422,0.011214953271027998,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
3052335,763597684-stool1_revised_scaffold3554_1_gene153082,861,Complete,USA,unknown,unknown,K01356,COG1974,0.00473559589581689,0.004672897196261679,Enzyme Families,Transcription;Signal transduction mechanisms,USA
3116000,T2D-63A_GL0044239,849,Complete,CHN,unknown,unknown,K01356,COG1974,0.0299921073401736,0.0355140186915888,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN
3131914,T2D-154A_GL0074298,846,Lack 5'-end,CHN,Proteobacteria,Escherichia,K03503,COG1974,0.39147592738753006,0.4149532710280371,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN;USA
3146790,DLF012_GL0025848,843,Complete,CHN,unknown,unknown,K01356,COG1974,0.0276243093922652,0.0271028037383178,Enzyme Families,Transcription;Signal transduction mechanisms,CHN
3165401,T2D-77A_GL0060785,840,Lack 5'-end,CHN,Proteobacteria,Enterobacter,K03503,COG1974,0.0149960536700868,0.0177570093457944,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN
3186134,MH0164_GL0036813,834,Complete,EUR,unknown,unknown,K01356,COG1974,0.23125493291239102,0.23925233644859803,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;USA
3190436,MH0412_GL0006301,834,Complete,EUR,unknown,unknown,K01356,COG1974,0.0315706393054459,0.0327102803738318,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;USA
3202397,MH0185_GL0035148,831,Complete,EUR,unknown,unknown,K01356,COG1974,0.0173638516179953,0.0186915887850467,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
3214666,706846339-stool1_revised_scaffold26436_2_gene42495,831,Complete,USA,unknown,unknown,K01356,COG1974,0.00552486187845304,0.00654205607476636,Enzyme Families,Transcription;Signal transduction mechanisms,USA
3215926,MH0012_GL0072196,828,Complete,EUR,unknown,unknown,K01356,COG1974,0.0505130228887135,0.0532710280373832,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;USA
3218062,MH0157_GL0076830,828,Complete,EUR,unknown,unknown,K01356,COG1974,0.0244672454617206,0.0271028037383178,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
3221918,MH0382_GL0097820,828,Complete,EUR,unknown,unknown,unknown,COG1974,0.28097868981846896,0.29065420560747696,unknown,Transcription;Signal transduction mechanisms,EUR;CHN;USA
3232895,MH0091_GL0061696,825,Complete,EUR,unknown,unknown,K01356,COG1974,0.0378847671665351,0.0355140186915888,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
3242583,V1.UC10-2_GL0052122,825,Complete,EUR,unknown,unknown,K01356,COG1974,0.074191002367798,0.0803738317757009,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN;USA
3244352,BGI-15A_GL0031988,825,Complete,CHN,unknown,unknown,K01356,COG1974,0.00947119179163378,0.011214953271027998,Enzyme Families,Transcription;Signal transduction mechanisms,CHN
3249748,MH0141_GL0041880,822,Complete,EUR,unknown,unknown,K01356,COG1974,0.00868192580899763,0.009345794392523359,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
3269051,MH0336_GL0036022,819,Complete,EUR,unknown,unknown,K01356,COG1974,0.007103393843725341,0.00560747663551402,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
3273876,V1.CD52-0_GL0145810,819,Lack 3'-end,EUR,unknown,unknown,K01356,COG1974,0.13891081294396201,0.13177570093457902,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN;USA
3276809,N042A_GL0075666,819,Complete,CHN,unknown,unknown,K03503,COG1974,0.007892659826361479,0.00841121495327103,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN;USA
3287262,MH0432_GL0110384,816,Complete,EUR,unknown,unknown,K01356,COG1974,0.079715864246251,0.0691588785046729,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;USA
3291977,DLF014_GL0015756,816,Complete,CHN,unknown,unknown,K01356,COG1974,0.0039463299131807395,0.00373831775700935,Enzyme Families,Transcription;Signal transduction mechanisms,CHN
3302991,MH0421_GL0178304,813,Complete,EUR,unknown,unknown,K01356,COG1974,0.0197316495659037,0.0205607476635514,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN;USA
3314341,MH0142_GL0120408,810,Complete,EUR,unknown,unknown,K01356,COG1974,0.0363062352012628,0.0364485981308411,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN;USA
3329438,MH0071_GL0062315,807,Complete,EUR,unknown,unknown,K01356,COG1974,0.037095501183899,0.0392523364485981,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;USA
3329644,MH0090_GL0017981,807,Complete,EUR,unknown,unknown,unknown,COG1974,0.38831886345698496,0.42056074766355106,unknown,Transcription;Signal transduction mechanisms,EUR;CHN;USA
3334391,MH0376_GL0185791,807,Complete,EUR,unknown,unknown,K03503,COG1974,0.0181531176006314,0.0177570093457944,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
3340863,NLM006_GL0081848,807,Complete,CHN,unknown,unknown,K03503,COG1974,0.007103393843725341,0.00841121495327103,Enzyme Families,Transcription;Signal transduction mechanisms,CHN
3341725,T2D-106A_GL0079302,807,Complete,CHN,unknown,unknown,K03503,COG1974,0.0110497237569061,0.009345794392523359,Enzyme Families,Transcription;Signal transduction mechanisms,CHN
3343762,764143897-stool2_revised_C633103_1_gene39206,807,Complete,USA,unknown,unknown,K01356,COG1974,0.0126282557221784,0.0121495327102804,Enzyme Families,Transcription;Signal transduction mechanisms,USA
3346160,MH0117_GL0093000,804,Complete,EUR,unknown,unknown,K01356,COG1974,0.30544593528018893,0.313084112149533,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN;USA
3350866,MH0389_GL0031480,804,Complete,EUR,unknown,unknown,K01356,COG1974,0.0110497237569061,0.011214953271027998,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
3350962,MH0392_GL0167698,804,Complete,EUR,unknown,unknown,K01356,COG1974,0.00315706393054459,0.00373831775700935,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN
3354107,V1.CD12-3_GL0108124,804,Complete,EUR,unknown,unknown,K03503,COG1974,0.007103393843725341,0.007476635514018691,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
3354682,V1.CD43-0_GL0036010,804,Lack 5'-end,EUR,unknown,unknown,K01356,COG1974,0.16495659037095498,0.15514018691588802,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
3372948,V1.UC39-4_GL0036737,801,Complete,EUR,unknown,unknown,unknown,COG1974,0.0007892659826361481,0.0,unknown,Transcription;Signal transduction mechanisms,EUR
3374311,ED19A_GL0053946,801,Lack 3'-end,CHN,unknown,unknown,K01356,COG1974,0.00315706393054459,0.00373831775700935,Enzyme Families,Transcription;Signal transduction mechanisms,CHN
3393542,765640925-stool1_revised_C1181296_1_gene57482,798,Lack 3'-end,USA,unknown,unknown,K01356,COG1974,0.00236779794790845,0.00280373831775701,Enzyme Families,Transcription;Signal transduction mechanisms,USA
3396370,MH0142_GL0098412,795,Complete,EUR,unknown,unknown,K01356,COG1974,0.35832675611681103,0.37196261682243,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN;USA
3405775,V1.FI31_GL0109054,795,Complete,EUR,unknown,unknown,K01356,COG1974,0.00315706393054459,0.00280373831775701,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
3407688,NOM007_GL0029733,795,Lack 5'-end,CHN,unknown,unknown,K01356,COG1974,0.42541436464088395,0.431775700934579,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN;USA
3412950,MH0097_GL0093941,792,Complete,EUR,unknown,unknown,K01356,COG1974,0.0228887134964483,0.0242990654205607,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
3414558,MH0189_GL0057838,792,Complete,EUR,unknown,unknown,K01356,COG1974,0.0015785319652723,0.00186915887850467,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
3417911,MH0370_GL0137807,792,Complete,EUR,unknown,unknown,K01356,COG1974,0.10734017363851599,0.11028037383177601,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN
3420857,O2.UC28-2_GL0166189,792,Lack 3'-end,EUR,unknown,unknown,K01356,COG1974,0.00315706393054459,0.00186915887850467,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
3423857,V1.UC21-4_GL0076829,792,Complete,EUR,Proteobacteria,Enterobacter,K03503,COG1974,0.0386740331491713,0.0383177570093458,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN
3432305,MH0199_GL0029673,789,Complete,EUR,unknown,unknown,K03503,COG1974,0.026835043409628997,0.0271028037383178,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN;USA
3433565,MH0271_GL0171208,789,Complete,EUR,unknown,unknown,K03503,COG1974,0.0284135753749013,0.0299065420560748,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN;USA
3433860,MH0286_GL0008057,789,Lack 5'-end,EUR,unknown,unknown,K01356,COG1974,0.0789265982636148,0.0775700934579439,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
3436616,MH0425_GL0117236,789,Complete,EUR,unknown,unknown,K01356,COG1974,0.0007892659826361481,0.0009345794392523359,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
3446372,944560.HMPREF9058_2044,789,Complete,SP,Actinobacteria,Actinomyces,K01356,COG1974,0.0149960536700868,0.0168224299065421,Enzyme Families,Transcription;Signal transduction mechanisms,
3450786,MH0253_GL0142723,786,Complete,EUR,unknown,unknown,K01356,COG1974,0.0560378847671665,0.0523364485981308,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN
3454943,MH0454_GL0233841,786,Complete,EUR,unknown,unknown,K01356,COG1974,0.00868192580899763,0.007476635514018691,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;USA
3457832,V1.FI10_GL0101816,786,Complete,EUR,unknown,unknown,K01356,COG1974,0.0039463299131807395,0.00373831775700935,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
3459545,DLF005_GL0042484,786,Complete,CHN,unknown,unknown,K01356,COG1974,0.0970797158642463,0.09439252336448599,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN
3491648,O2.UC48-0_GL0231076,780,Complete,EUR,unknown,unknown,K01356,COG1974,0.0244672454617206,0.0186915887850467,Enzyme Families,Transcription;Signal transduction mechanisms,EUR
3496103,N066A_GL0082126,780,Complete,CHN,Firmicutes,unknown,K01356,COG1974,0.6077348066298339,0.6271028037383181,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN;USA
3501982,MH0142_GL0013265,777,Complete,EUR,unknown,unknown,K01356,COG1974,0.00236779794790845,0.00280373831775701,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;USA
3502257,MH0152_GL0026417,777,Lack 5'-end,EUR,unknown,unknown,K01356,COG1974,0.348066298342541,0.365420560747664,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN;USA
3506285,MH0365_GL0141297,777,Complete,EUR,unknown,unknown,K01356,COG1974,0.501183898973954,0.486915887850467,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN;USA
3511241,V1.CD41-0_GL0042992,777,Complete,EUR,unknown,unknown,K01356,COG1974,0.0110497237569061,0.00841121495327103,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;USA
3514547,ED9A_GL0083554,777,Complete,CHN,unknown,unknown,K01356,COG1974,0.0181531176006314,0.0214953271028037,Enzyme Families,Transcription;Signal transduction mechanisms,CHN
3514860,SZEY-08A_GL0021965,777,Lack both ends,CHN,unknown,unknown,K01356,COG1974,0.0868192580899763,0.085981308411215,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN
3518591,MH0012_GL0087058,774,Complete,EUR,Actinobacteria,Bifidobacterium,K01356,COG1974,0.510655090765588,0.49626168224299105,Enzyme Families,Transcription;Signal transduction mechanisms,EUR;CHN;USA
